Cmdline: /data/local/tmp/simpleperf record -e cpu-cycles -g --duration 10 --call-graph fp -o /data/local/tmp/perf_mbv2.data /data/local/tmp/benchmark/benchmark_inference --model mobilenetv2 --backend mnn --warmup 50 --runs 200
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 19871
Event count: 13450907503

Overhead  Command              Shared Object                                   Symbol
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4b5bc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4b78c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4be78]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             PostTreatLH4x8
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNN::CPUBinary::onExecute(std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&, std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&)
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  je_bitmap_init
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4cc854]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e1e8c0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d230f0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+5045f8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e84e90]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e900b4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4c884]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e84bb4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4bf5c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4f0770]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+de2598]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea0360]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             LoopE12L1
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e52a7c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+ecba50]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4f1244]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4f261c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4f12b0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e65180]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+dc0748]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e90b78]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ca927c]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eb00e0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e8a1bc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f7bad0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e90ccc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             E1End
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f192b4]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a459c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e89348]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4c7d68]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+c9e0dc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNNPackTranspose
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d295d0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNN::CPUBackend::getBytes(MNN::Backend const*, MNN::Tensor const*)
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             std::__ndk1::__function::__func<MNN::CPURaster::executeFaster(std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&, std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&)::$_0, std::__ndk1::allocator<MNN::CPURaster::executeFaster(std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&, std::__ndk1::vector<MNN::Tensor*, std::__ndk1::allocator<MNN::Tensor*> > const&)::$_0>, void (int)>::operator()(int&&)
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bc26b0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f7bb34]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d033a0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e5d0c4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4b7ac]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9186f94]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+c77c80]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e53634]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eac014]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c80ee4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bc26f0]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eaffd0]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea0364]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+e8fd08]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ca9290]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eadad4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4bf48]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8fc44]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  arena_bin_malloc_hard
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+dc07e8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8fc80]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d4e674]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4ad3e0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+497df4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bc2670]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+dd27d0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d230f8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea0330]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  je_extent_heap_insert
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c82bb4]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e528a4]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e46c90]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+cb4010]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bc26d0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d293b8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a4570]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bc2650]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNN::CPUBackend::onExecuteBegin() const
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4c820]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+505034]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eaffc8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eafff4]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d29388]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d234d0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4c870]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             AddBiasLH4x8
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f37404]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNN::Session::getOutput(char const*) const
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  read
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eadab0]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d4e70c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+51ea74]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             LoopE1
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d234c0]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee9640]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             E4LoopLComputeEnd
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f36d98]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d234ac]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  extents_insert_locked
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+fc9f50]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eac050]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  extent_lock_from_addr
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91874cc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d234dc]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  je_tcache_alloc_small_hard
0.01%     benchmark_inference  /data/local/tmp/benchmark/libMNN.so             MNNMemoryAllocAlign
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+520efc]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4c7b0]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8104c]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f195ac]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4bf2e4]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eac208]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  __vfprintf
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  je_extent_heap_remove_first
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+dc0794]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d294ec]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4b614]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+506160]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+57c8d8]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a7918]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+d4b66c]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e83f14]
0.01%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  madvise
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f27a40]
0.01%     benchmark_inference  /data/local/tmp/benchmark/benchmark_inference   MNNBackend::infer(std::__ndk1::vector<float, std::__ndk1::allocator<float> > const&)
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4f262c]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e538]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e84d6c]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e43cd0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+57a160]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e82ca0]
0.01%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+c2bd58]
0.01%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e7b790]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3c9ec]
0.00%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+f9ff24]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f814d8c0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a7944]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9199378]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3a674]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aa044]
0.00%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bb60a4]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e82168]
0.00%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+bb1bb8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eebd14]
0.00%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+49f0c4]
0.00%     benchmark_inference  /data/local/tmp/benchmark/libonnxruntime.so     libonnxruntime.so[+4fa0e0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9194de0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea2574]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eac040]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e84d30]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91875ac]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ce841c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e7aed4]
0.00%     benchmark_inference  /system/lib64/libandroidfw.so                   std::__1::__hash_table<std::__1::__hash_value_type<unsigned int, unsigned char>, std::__1::__unordered_map_hasher<unsigned int, std::__1::__hash_value_type<unsigned int, unsigned char>, std::__1::hash<unsigned int>, true>, std::__1::__unordered_map_equal<unsigned int, std::__1::__hash_value_type<unsigned int, unsigned char>, std::__1::equal_to<unsigned int>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned int, unsigned char> > >::__rehash(unsigned long)
0.00%     benchmark_inference  /system/lib64/libcrypto.so                      sha256_block_armv8
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]__openat
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e83f1c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea49a0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9186d18]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8cc80]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3c8d8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e45a84]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9186d68]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8ea88]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]__memcpy
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e310c4]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]BionicAllocator::free(void*)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]BionicSmallObjectAllocator::free(void*)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]android::base::Trim(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9195a50]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9192e0c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ece440]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea2570]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::__murmur2_or_cityhash<unsigned long, 64ul>::operator()(void const*, unsigned long)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]malloc
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7f975f0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e45960]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8a6c0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e23778]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8a664]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e89858]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7f86e08]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9187500]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e31440]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]soinfo::get_soname() const
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]mmap
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80a69b8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee9648]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee8f8c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aab08]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7cce1e4]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e895e0]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]LinkerBlockAllocator::alloc()
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e31450]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]open_library_at_path(ZipArchiveCache*, char const*, long*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ebb698]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f919a270]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e88d68]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8a654]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aac54]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e510]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80af470]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e548]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]LoadTask::get_elf_reader()
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f919382c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e313c8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aa0ec]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e83440]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ec448c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed610c]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]getpid
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ce840c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9199a74]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c90724]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]soinfo::find_symbol_by_name(SymbolName&, version_info const*) const
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]memset
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ebb658]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]soinfo_alloc(android_namespace_t*, char const*, stat const*, long, unsigned int)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f88b9aa0]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]ConfigParser::next_token(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >*)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::basic_string(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, unsigned long, unsigned long, std::__1::allocator<char> const&)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, void*>*>, bool> std::__1::__hash_table<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::__emplace_unique_key_args<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8c7b8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea24e4]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8d7ac]
0.00%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  SystemProperties::Init(char const*)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f8ad4e7c]
0.00%     benchmark_inference  /apex/com.android.runtime/lib64/bionic/libc.so  je_base_boot
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3cacc]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a7a60]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e2b73c]
0.00%     benchmark_inference  /system/lib64/libc++.so                         @plt
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee2c40]
0.00%     benchmark_inference  /system/lib64/libEGL.so                         @plt
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]__strlen_aarch64
