Cmdline: /data/local/tmp/simpleperf record -e cpu-cycles -g --duration 10 --call-graph fp -o /data/local/tmp/perf_mbv2.data /data/local/tmp/benchmark/benchmark_inference --model mobilenetv2 --backend mnn --warmup 50 --runs 200
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 19871
Event count: 13450907503

Overhead  Command              Shared Object                                   Symbol
0.00%     benchmark_inference  /system/lib64/libinput.so                       std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, int>, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, int>, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, int>, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, int> > >::__rehash(unsigned long)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e8c5ec]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3c904]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e82e90]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]soinfo::call_constructors()
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          linker64[+11f998]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e89f74]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e31164]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c80f58]
0.00%     benchmark_inference  /system/lib64/libc++.so                         std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::basic_string(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  /system/lib64/libcodec2_vndk.so                 void std::__1::vector<std::__1::pair<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, C2Value::Primitive>, std::__1::allocator<std::__1::pair<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, C2Value::Primitive> > >::__emplace_back_slow_path<char const*&, C2Config::level_t&>(char const*&, C2Config::level_t&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed5a94]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]Properties::get_strings(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, unsigned long*) const
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e520]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, android_namespace_t*>, void*>*> std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, android_namespace_t*>, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, android_namespace_t*>, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, android_namespace_t*>, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, android_namespace_t*> > >::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e21964]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]Properties::get_paths(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, bool, unsigned long*)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f8155324]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]android::base::Split(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::basic_string(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed6598]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]Properties::~Properties()
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]__memchr_aarch64
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]fstatat64
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::append(char const*)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f816f818]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::find(char, unsigned long) const
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aa070]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e88a04]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e31398]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e52774]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea2650]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]void for_each_dt_needed<load_library(android_namespace_t*, LoadTask*, std::__1::vector<LoadTask*, std::__1::allocator<LoadTask*> >*, int, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, bool)::$_14>(ElfReader const&, load_library(android_namespace_t*, LoadTask*, std::__1::vector<LoadTask*, std::__1::allocator<LoadTask*> >*, int, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, bool)::$_14)
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > std::__1::operator+<char, std::__1::char_traits<char>, std::__1::allocator<char> >(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee03c0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f919a340]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea2fbc]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ee3364]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed5c18]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91874f8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e530]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d4e6f0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea24f8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d585b8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d4e708]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d6e528]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f8133e8c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e7ae8c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed5360]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e23da0]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]std::__1::__hash_table<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::__rehash(unsigned long)
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7d4e664]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f91a4564]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ed6100]
0.00%     benchmark_inference  /apex/com.android.runtime/bin/linker64          [linker]android_fdsan_close_with_tag
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e89334]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f80aaa2c]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c80ea0]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e66d20]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9187504]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e21998]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e313a8]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e2b6cc]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e88714]
0.00%     simpleperf           [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7eca458]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7c8f678]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9186ef0]
0.00%     simpleperf           [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e23100]
0.00%     simpleperf           [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e230e4]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7ea2a88]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f9186ee4]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e46f50]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e52568]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7caa478]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3a704]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e3b8ac]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e43cbc]
0.00%     benchmark_inference  [kernel.kallsyms]                               [kernel.kallsyms][+ffffffa8f7e46ee4]
